General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,William Leong Jee Keen,60158,61.38
14,BN,Kang Meng Fuat,19501,19.90
14,Pan-Malaysian Islamic Party,Hashim Abd Karim,18343,18.72
