General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,William Leong Jee Keen,72773,50.23
15,PN,Abdul Rashid Asari,49154,33.93
15,BN,Chan Wun Hoong,19425,13.41
15,Homeland Fighters' Party,Salleh Amiruddin,2584,1.78
