General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Annuar Musa,25467,47.95
14,Pan-Malaysian Islamic Party,Wan Ismail Wan Jusoh,20841,39.24
14,PH,Mohd Radzi Md Jidin,6799,12.80
