General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Hasan Arifin,26628,53.54
14,Pan-Malaysian Islamic Party,M Shahrul Nizam Abdul Haliff,15233,30.63
14,PH,Sitarunisah Ab Kadir,7876,15.84
