General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Akmal Nasrullah Mohd Nasir,43252,45.82
15,BN,Johan Arifin Mohd Ropi,27211,28.83
15,PN,Mohd Mohtah Yacob,22075,23.38
15,Homeland Fighters' Party,Mohd Akhiri Mahmood,1855,1.97
