General Election,Party,Candidate,Vote Count,Percentage of Vote
15,BN,Mohd Shahar Abdullah,26899,43.40
15,PN,Aireroshairi Roslan,25582,41.27
15,PH,Ahmad Azam Mohd Salleh,9192,14.83
15,Homeland Fighters' Party,Rosminahar Mohd Amin,310,0.50
