General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Mohd Suhaimi Abdullah,25463,53.63
15,BN,Armishah Siradj,11945,25.16
15,PH,Zabidi Yahya,5417,11.41
15,Homeland Fighters' Party,Mahathir Mohamad,4566,9.62
