General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Mahathir Mohamad,18954,54.90
14,BN,Nawawi Ahmad,10061,29.14
14,Pan-Malaysian Islamic Party,Zubir Ahmad,5512,15.96
