General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Saravanan Murugan,16086,44.47
14,PH,Mohamed Azni Mohamed Ali,15472,42.77
14,Pan-Malaysian Islamic Party,Norazli Musa,4616,12.76
