General Election,Party,Candidate,Vote Count,Percentage of Vote
15,BN,Saravanan Murugan,18398,41.36
15,PH,Saraswathy Kandasami,13334,29.98
15,PN,Muhammad Yadzan Muhammad,12115,27.24
15,Homeland Fighters' Party,Mior Nor Haidir Suhaimi,335,0.75
