General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Independent,Verdon Bahanda,16323,35.62
15,GRS,Ruddy Awah,14356,31.33
15,Sabah Heritage Party,Abdul Rashid Abdul Harun,9421,20.56
15,PH,Thonny Chee,4726,10.31
