General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Abdul Azeez Abdul Rahim,38557,42.60
14,Pan-Malaysian Islamic Party,Hassan Saad,37483,41.41
14,PH,Mohd Taufik Yaacob,14472,15.99
