General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Hamzah Zainudin,28350,54.65
15,BN,Mohd Shafiq Fhadly Mahmud,16752,32.29
15,PH,Zolkarnain Abidin,6207,11.97
15,Homeland Fighters' Party,Awzey Fazlan Sahidi,566,1.09
