General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Mohd Najib Abd Razak,43854,62.10
14,Pan-Malaysian Islamic Party,Ahiatudin Daud,18995,26.90
14,PH,Muhammad Zahid Md Arip,7662,10.85
14,Independent,Abd Kadir Sainudin,103,0.15
