General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Mohamad Sabu,123306,62.36
15,PN,Mohamed Diah Baharun,49308,24.94
15,BN,Kajendran Doraisamy,22225,11.24
15,Homeland Fighters' Party,Fahmi Bazlan Muda,2063,1.04
