General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Chan Ming Kai,32475,50.80
14,Pan-Malaysian Islamic Party,Muhd Aminur Shafiq Mohd Abduh,17275,27.02
14,BN,Yoo Wei How,14181,22.18
