General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Teo Nie Ching,55312,65.42
14,BN,Tang Nai Soon,22564,26.69
14,Pan-Malaysian Islamic Party,Juwahir Amin,6667,7.89
