General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Sim Tze Tzin,55209,61.54
15,PN,Oh Tong Keong,20307,22.64
15,BN,Saw Yee Fung,13377,14.91
15,Sabah Heritage Party,Jeff Ooi Chuan Aun,440,0.49
