General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Sim Tze Tzin,51555,68.88
14,BN,Chuah Seng Guan,13804,18.44
14,Pan-Malaysian Islamic Party,Iszuree Ibrahim,8757,11.70
14,Malaysian United Party,David Yim Boon Leong,733,0.98
