General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Rohani Abdul Karim,14204,70.49
14,Pan-Malaysian Islamic Party,Wan Abdillah Wan Ahmad,3927,19.49
14,PH,Narudin Mentali,2020,10.02
