General Election,Party,Candidate,Vote Count,Percentage of Vote
14,Pan-Malaysian Islamic Party,Takiyuddin Hassan,28291,42.24
14,PH,Husam Musa,22422,33.48
14,BN,Fikhran Hamshi Mohamad Fatmi,16256,24.27
