General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Chang Lih Kang,24672,45.44
14,BN,Mah Hang Soon,19314,35.57
14,Pan-Malaysian Islamic Party,Mohd Tarmizi Ab Rahman,10311,18.99
