General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Chang Lih Kang,25140,36.08
15,PN,Nolee Ashilin Mohammed Radzi,21599,31.00
15,BN,Mah Hang Soon,20963,30.09
15,Independent,Jamaluddin Mohd Radzi,1032,1.48
