General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Lukanisman Awang Sauni,12214,54.60
14,PH,Jemat Panjang,8538,38.17
14,Pan-Malaysian Islamic Party,Zulaihi Bakar,1617,7.23
