General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Ramkarpal Singh Karpal Singh,65622,86.68
14,BN,Low Joo Hiap,9671,12.77
14,Malaysian United Party,Lai Xue Ching,412,0.54
