General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Teh Kok Lim,42997,61.65
14,BN,Tan Keng Liang,15613,22.39
14,Pan-Malaysian Islamic Party,Ibrahim Ismail,11133,15.96
