General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Wong Kah Woh,47098,55.56
15,PN,See Tean Seng,21569,25.44
15,BN,Neow Choo Seong,14599,17.22
15,Independent,Leow Thye Yih,1154,1.36
