General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Iskandar Dzulkarnain Abdul Khalid,14380,40.22
15,BN,Maslin Sham Razman,10814,30.25
15,PH,Ahmad Termizi Ramli,10356,28.96
15,Homeland Fighters' Party,Yusmalia Mohamad Yusof,205,0.57
