General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Muhamamd Islahuddin Abas,21066,44.91
15,BN,Abdul Latif Bandi @ Nor Sebandi,18729,39.93
15,PH,Fatin Zulaikha Zaidi,6813,14.52
15,Homeland Fighters' Party,Nurfatimah Ibrahim,209,0.45
