General Election,Party,Candidate,Vote Count,Percentage of Vote
14,Pan-Malaysian Islamic Party,Ahmad Tarmizi Sulaiman,20088,47.91
14,BN,Mansor Abd Rahman,14870,35.47
14,PH,Azli Che Uda,6970,16.62
