General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Ahmad Tarmizi Sulaiman,34606,67.64
15,BN,Maizatul Akmam Othman @Ibrahim,12189,25.06
15,PH,Latifah Mohammad Yatim,3736,7.30
