General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Pan-Malaysian Islamic Party,Che Mohamad Zulkifly Jusoh,49569,59.85
15,BN,Nawi Mohamad,30903,37.41
15,PH,Abd Rahman @ Abd Aziz Abas,4339,2.50
15,Homeland Fighters' Party,Wan Nazari Wan Jusoh,553,0.24
