General Election,Party,Candidate,Vote Count,Percentage of Vote
15,BN,Jalaluddin Alias,21805,48.10
15,PH,Zulkefly Mohamad Omar,13680,30.18
15,PN,Zaharuddon Baba Samon,9596,21.17
15,Homeland Fighters' Party,Ahmad Fakri Abu Samah,253,0.56
