General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Jalaluddin Alias,19062,48.93
14,PH,Mustafar Ab Kadir,17017,43.68
14,Pan-Malaysian Islamic Party,Norman Ipin,2878,7.39
