General Election,Party,Candidate,Vote Count,Percentage of Vote
15,BN,Adnan Abu Hassan,21423,44.02
15,PH,Norazman Mohamad,14940,30.70
15,PN,Eddin Syazlee Shith,11560,23.76
15,Homeland Fighters' Party,Kamarulzaman Kamdias,406,0.83
