General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Bung Moktar Radin,14465,67.22
14,Sabah Heritage Party,M A Ghazali Abdul Ghani,4987,23.18
14,Sabah People's Hope Party,Mustapa Datu Tambuyong,2066,9.60
