General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Kamal Ashaari,22505,47.13
15,BN,Ismail Mohamed Said,21481,44.98
15,PH,Juhari Osman,3593,7.52
15,Homeland Fighters' Party,Shahruddin Md Salleh,174,0.36
