General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Syed Abu Hussin Hafiz Syed Abdul Fasal,32625,45.59
15,BN,Mohammad Sollehin Mohamad Tajie,19869,27.76
15,PH,Fakhruldin Mohd Hashim,18565,25.94
15,Homeland Fighters' Party,Mohd Shukri Mohd Yusoff,508,0.71
