General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Syed Abu Hussin Hafiz Syed Abdul Fasal,22450,39.48
14,PH,Khadri Khalid,18361,32.29
14,Pan-Malaysian Islamic Party,Idris Ahmad,16052,28.23
