General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Halimah Ali,65751,41.61
15,PH,Abdullah Sani Abdul Hamid,53969,34.15
15,BN,Muhammad Noor Azman,35079,22.20
15,PBM,Daroyah Alwi,1474,0.93
