General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Ngeh Koo Ham,41231,68.41
14,BN,Pang Chok King,13277,22.03
14,Pan-Malaysian Islamic Party,Mohamad Nazeer M K M Hameed,5759,9.56
