General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,David Nga Kor Ming,33133,51.61
15,PN,Zainol Fadzi Paharudin,17964,27.98
15,BN,T. Murugiah,12304,19.17
15,Homeland Fighters' Party,Ahmad Khusyairi Mohamad Tanusi,793,1.24
