General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,David Nga Kor Ming,29170,54.37
14,BN,Mah Siew Keong,17991,33.53
14,Pan-Malaysian Islamic Party,Ahmad Ramadzan Ahmad Daud,6494,12.10
