General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Salahuddin Ayub,55447,63.81
14,BN,Nur Jazlan Mohamed,26523,30.52
14,Pan-Malaysian Islamic Party,Mohammad Mazri Bin Yahya,4332,4.99
14,Independent,Yap Keng Tak,591,0.68
