General Election,Party,Candidate,Vote Count,Percentage of Vote
14,Independent,Prabakaran Parameswaran,38125,60.70
14,BN,Dominic Lau Hoe Chai,13687,21.79
14,Pan-Malaysian Islamic Party,Azhar Yahya,10610,16.89
14,Independent,Panjamorthy Muthusami,383,0.61
