General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Hasbullah Osman,13243,48.49
14,Pan-Malaysian Islamic Party,Mohd Dahalan Ismail,7715,28.25
14,PH,Ibrahim Mohd Hanafiah,6353,23.26
