General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Fathul Huzir Ayob,15105,43.64
15,BN,Asyraf Wajdi Dusuki,13728,39.66
15,PH,Ahmad Tarmizi Mohd Jam,5779,16.70
