General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Rushdan Rusmi,24267,53.58
15,BN,Zahida Zarik Khan,11753,25.95
15,PH,Mohamad Yahaya,7085,15.64
15,Independent,Zahidi Zainul Abidin,1939,1.56
