General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Zahidi Zainul Abidin,15032,41.18
14,PH,Izizam Ibrahim,13594,37.24
14,Pan-Malaysian Islamic Party,Mokhtar Senik,7874,21.57
