General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Young Syefura Othman,25075,37.62
15,BN,Liow Tiong Lai,24383,36.58
15,PN,Roslan Hassan,16233,24.35
15,Independent,Wong Tack,798,1.20
