General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Kulasegaran Murugeson,63915,81.57
15,BN,Low Guo Nan,7248,9.25
15,PN,Chek Kwong Weng,6815,8.70
15,Independent,M. Kayveas,378,0.48
