General Election,Party,Candidate,Vote Count,Percentage of Vote
14,BN,Rubiah Wang,25070,69.90
14,PH,Sopian Julaihi,8078,22.52
14,Pan-Malaysian Islamic Party,Zulkipli Ramzi,2719,7.58
