General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PN,Ronald Kiandee,11303,38.53
15,BN,Benedict Asmat,9709,33.10
15,PH,Felix Joseph Saang,4460,15.20
15,Sabah Heritage Party,Rowiena Rasid,3707,12.64
