General Election,Party,Candidate,Vote Count,Percentage of Vote
15,GRS,Jonathan Yasin,22606,53.44
15,PH,Taufik Dahlan,11514,27.22
15,Parti Bersatu Rakyat Sabah,Ewon Ebin,4254,10.06
15,Sabah Heritage Party,Markos Siton,2657,6.28
