General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Jonathan Yasin,14880,45.17
14,BN,Ewon Ebin,13804,41.90
14,Homeland Solidarity Party,Soudi @ Sami Andang,3148,9.56
14,Love Sabah Party,Andau Yasun @ Bruno,1110,3.37
