General Election,Party,Candidate,Vote Count,Percentage of Vote
15,PH,Nik Nazmi Nik Ahmad,34434,46.06
15,PN,Nurul Fadzilah Kamarulddin,22270,29.79
15,BN,Izudin Ishak,16333,21.85
15,Homeland Fighters' Party,Bibi Sunita Sakandar Khan,953,1.27
