General Election,Party,Candidate,Vote Count,Percentage of Vote
14,PH,Nik Nazmi Nik Ahmad,34471,56.65
14,BN,Zulhasnan Rafique,20099,33.03
14,Pan-Malaysian Islamic Party,Ubaid Abd Akla,6282,10.32
