General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Pan-Malaysian Islamic Party,Abdul Hadi Awang,73115,67.04
15,BN,Jasmira Othman,31386,28.78
15,PH,Azhar Abdul Shukur,4140,3.80
15,Homeland Fighters' Party,Zarawi Sulong,427,0.39
