General Election,Party,Candidate,Vote Count,Percentage of Vote
14,Pan-Malaysian Islamic Party,Abdul Hadi Awang,53749,59.27
14,BN,Mohamad Nor Endot,31795,35.06
14,PH,Zarawi Sulong,5138,5.67
