General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Pan-Malaysian Islamic Party,Zahari Kechik,27072,63.03
15,BN,Norwahida Patuan,14608,34.01
15,PH,Md Radzi Wahab,1140,2.65
15,PUTRA,Mohammad Daud,133,0.31
