General Election,Party,Candidate,Vote Count,Percentage of Vote
15,Independent,Riduan Rubin,10027,35.00
15,PH,Noorita Sual,8919,31.13
15,BN,Jamawi Ja’afar,8625,30.11
15,Sabah Heritage Party,Ukim Buandi,992,3.46
