General Election,Party,Candidate,Vote Count,Percentage of Vote
15,GPS,Alexander Nanta Linggi,16522,75.10
15,PH,Khusyairy Pangkas Abdullah @ Pangkas Unggang,4120,18.73
15,PBDS (Baru),Robert Saweng,1357,6.17
