General Election,Party,Candidate,Vote Count,Percentage of Vote
15,BN,Ahmad Maslan,23201,40.81
15,PN,Isa Ab Hamid,17448,30.68
15,PH,Syazwan Zdainal Abdin,15901,27.97
15,Homeland Fighters' Party,Jamaluddin Mohamad,306,0.54
