General Election,Party,Candidate,Vote Count,Percentage of Vote
14,DAP,Chan Foong Hin,31632,74.76
14,BN,Joseph Lee Han Kyun,7546,17.84
14,SAPP,Yong Teck Lee,3132,7.40
